algorithm,n_queens,seed,found,time_seconds,nodes_explored
backtracking_first_unassigned_variable_lcv,15,4,True,0.13451,334
backtracking_first_unassigned_variable_lcv,15,5,True,0.126201,334
backtracking_first_unassigned_variable_lcv,15,6,True,0.131542,334
backtracking_first_unassigned_variable_lcv,15,7,True,0.173719,334
backtracking_first_unassigned_variable_lcv,15,8,True,0.181571,334
backtracking_first_unassigned_variable_lcv,15,9,True,0.142257,334
backtracking_first_unassigned_variable_lcv,15,10,True,0.135666,334
backtracking_first_unassigned_variable_lcv,15,11,True,0.214288,334
backtracking_first_unassigned_variable_lcv,15,12,True,0.198492,334
backtracking_first_unassigned_variable_lcv,15,13,True,0.13212,334
backtracking_first_unassigned_variable_lcv,15,14,True,0.13621,334
backtracking_first_unassigned_variable_lcv,15,15,True,0.123601,334
backtracking_first_unassigned_variable_lcv,15,16,True,0.140794,334
backtracking_first_unassigned_variable_lcv,15,17,True,0.138036,334
backtracking_first_unassigned_variable_lcv,15,18,True,0.139813,334
backtracking_first_unassigned_variable_lcv,15,19,True,0.125093,334
backtracking_first_unassigned_variable_lcv,15,20,True,0.136853,334
backtracking_first_unassigned_variable_lcv,15,21,True,0.127809,334
backtracking_first_unassigned_variable_lcv,15,22,True,0.129832,334
backtracking_first_unassigned_variable_lcv,15,23,True,0.13738,334
backtracking_first_unassigned_variable_lcv,15,24,True,0.137419,334
backtracking_first_unassigned_variable_lcv,15,25,True,0.248931,334
backtracking_first_unassigned_variable_lcv,15,26,True,0.171044,334
backtracking_first_unassigned_variable_lcv,15,27,True,0.150023,334
backtracking_first_unassigned_variable_lcv,15,28,True,0.160568,334
backtracking_first_unassigned_variable_lcv,15,29,True,0.13362,334
backtracking_first_unassigned_variable_lcv,15,30,True,0.141606,334
forward_checking_first_unassigned_variable_lcv,4,1,True,0.000117,8
forward_checking_first_unassigned_variable_lcv,4,2,True,0.000105,8
forward_checking_first_unassigned_variable_lcv,4,3,True,0.000336,8
forward_checking_first_unassigned_variable_lcv,4,4,True,0.000113,8
forward_checking_first_unassigned_variable_lcv,4,5,True,0.000232,8
forward_checking_first_unassigned_variable_lcv,4,6,True,0.000112,8
forward_checking_first_unassigned_variable_lcv,4,7,True,0.000108,8
forward_checking_first_unassigned_variable_lcv,4,8,True,0.000104,8
forward_checking_first_unassigned_variable_lcv,4,9,True,0.000102,8
forward_checking_first_unassigned_variable_lcv,4,10,True,0.00011,8
forward_checking_first_unassigned_variable_lcv,4,11,True,0.000112,8
forward_checking_first_unassigned_variable_lcv,4,12,True,0.00013,8
forward_checking_first_unassigned_variable_lcv,4,13,True,0.000115,8
forward_checking_first_unassigned_variable_lcv,4,14,True,0.000103,8
forward_checking_first_unassigned_variable_lcv,4,15,True,9.8e-05,8
forward_checking_first_unassigned_variable_lcv,4,16,True,0.000101,8
forward_checking_first_unassigned_variable_lcv,4,17,True,0.000108,8
forward_checking_first_unassigned_variable_lcv,4,18,True,0.000105,8
forward_checking_first_unassigned_variable_lcv,4,19,True,0.000138,8
forward_checking_first_unassigned_variable_lcv,4,20,True,0.000128,8
forward_checking_first_unassigned_variable_lcv,4,21,True,0.000111,8
forward_checking_first_unassigned_variable_lcv,4,22,True,0.000103,8
forward_checking_first_unassigned_variable_lcv,4,23,True,0.000104,8
forward_checking_first_unassigned_variable_lcv,4,24,True,0.000105,8
forward_checking_first_unassigned_variable_lcv,4,25,True,0.000103,8
forward_checking_first_unassigned_variable_lcv,4,26,True,8.7e-05,8
forward_checking_first_unassigned_variable_lcv,4,27,True,8.3e-05,8
forward_checking_first_unassigned_variable_lcv,4,28,True,8.4e-05,8
forward_checking_first_unassigned_variable_lcv,4,29,True,0.000105,8
forward_checking_first_unassigned_variable_lcv,4,30,True,0.000104,8
forward_checking_first_unassigned_variable_lcv,8,1,True,0.001857,104
forward_checking_first_unassigned_variable_lcv,8,2,True,0.002293,104
forward_checking_first_unassigned_variable_lcv,8,3,True,0.002464,104
forward_checking_first_unassigned_variable_lcv,8,4,True,0.002484,104
forward_checking_first_unassigned_variable_lcv,8,5,True,0.002409,104
forward_checking_first_unassigned_variable_lcv,8,6,True,0.002463,104
forward_checking_first_unassigned_variable_lcv,8,7,True,0.00205,104
forward_checking_first_unassigned_variable_lcv,8,8,True,0.001529,104
forward_checking_first_unassigned_variable_lcv,8,9,True,0.00169,104
forward_checking_first_unassigned_variable_lcv,8,10,True,0.002485,104
forward_checking_first_unassigned_variable_lcv,8,11,True,0.002454,104
forward_checking_first_unassigned_variable_lcv,8,12,True,0.002387,104
forward_checking_first_unassigned_variable_lcv,8,13,True,0.00154,104
forward_checking_first_unassigned_variable_lcv,8,14,True,0.001521,104
forward_checking_first_unassigned_variable_lcv,8,15,True,0.002422,104
forward_checking_first_unassigned_variable_lcv,8,16,True,0.002328,104
forward_checking_first_unassigned_variable_lcv,8,17,True,0.002609,104
forward_checking_first_unassigned_variable_lcv,8,18,True,0.002512,104
forward_checking_first_unassigned_variable_lcv,8,19,True,0.002445,104
forward_checking_first_unassigned_variable_lcv,8,20,True,0.002287,104
forward_checking_first_unassigned_variable_lcv,8,21,True,0.001572,104
forward_checking_first_unassigned_variable_lcv,8,22,True,0.001515,104
forward_checking_first_unassigned_variable_lcv,8,23,True,0.001531,104
forward_checking_first_unassigned_variable_lcv,8,24,True,0.002185,104
forward_checking_first_unassigned_variable_lcv,8,25,True,0.001561,104
forward_checking_first_unassigned_variable_lcv,8,26,True,0.001539,104
forward_checking_first_unassigned_variable_lcv,8,27,True,0.001826,104
forward_checking_first_unassigned_variable_lcv,8,28,True,0.002512,104
forward_checking_first_unassigned_variable_lcv,8,29,True,0.003477,104
forward_checking_first_unassigned_variable_lcv,8,30,True,0.002396,104
forward_checking_first_unassigned_variable_lcv,10,1,True,0.004027,125
forward_checking_first_unassigned_variable_lcv,10,2,True,0.004239,125
forward_checking_first_unassigned_variable_lcv,10,3,True,0.004568,125
forward_checking_first_unassigned_variable_lcv,10,4,True,0.004458,125
forward_checking_first_unassigned_variable_lcv,10,5,True,0.004915,125
forward_checking_first_unassigned_variable_lcv,10,6,True,0.003824,125
forward_checking_first_unassigned_variable_lcv,10,7,True,0.003813,125
forward_checking_first_unassigned_variable_lcv,10,8,True,0.004239,125
forward_checking_first_unassigned_variable_lcv,10,9,True,0.004853,125
forward_checking_first_unassigned_variable_lcv,10,10,True,0.004983,125
forward_checking_first_unassigned_variable_lcv,10,11,True,0.002983,125
forward_checking_first_unassigned_variable_lcv,10,12,True,0.002596,125
forward_checking_first_unassigned_variable_lcv,10,13,True,0.003748,125
forward_checking_first_unassigned_variable_lcv,10,14,True,0.004173,125
forward_checking_first_unassigned_variable_lcv,10,15,True,0.002922,125
forward_checking_first_unassigned_variable_lcv,10,16,True,0.003289,125
forward_checking_first_unassigned_variable_lcv,10,17,True,0.003332,125
forward_checking_first_unassigned_variable_lcv,10,18,True,0.004164,125
forward_checking_first_unassigned_variable_lcv,10,19,True,0.004149,125
forward_checking_first_unassigned_variable_lcv,10,20,True,0.004325,125
forward_checking_first_unassigned_variable_lcv,10,21,True,0.00419,125
forward_checking_first_unassigned_variable_lcv,10,22,True,0.003965,125
forward_checking_first_unassigned_variable_lcv,10,23,True,0.004093,125
forward_checking_first_unassigned_variable_lcv,10,24,True,0.004291,125
forward_checking_first_unassigned_variable_lcv,10,25,True,0.004243,125
forward_checking_first_unassigned_variable_lcv,10,26,True,0.004167,125
forward_checking_first_unassigned_variable_lcv,10,27,True,0.0027,125
forward_checking_first_unassigned_variable_lcv,10,28,True,0.004317,125
forward_checking_first_unassigned_variable_lcv,10,29,True,0.0037,125
forward_checking_first_unassigned_variable_lcv,10,30,True,0.00331,125
forward_checking_first_unassigned_variable_lcv,12,1,True,0.004532,94
forward_checking_first_unassigned_variable_lcv,12,2,True,0.005142,94
forward_checking_first_unassigned_variable_lcv,12,3,True,0.004355,94
forward_checking_first_unassigned_variable_lcv,12,4,True,0.003729,94
forward_checking_first_unassigned_variable_lcv,12,5,True,0.003188,94
forward_checking_first_unassigned_variable_lcv,12,6,True,0.003264,94
forward_checking_first_unassigned_variable_lcv,12,7,True,0.004932,94
forward_checking_first_unassigned_variable_lcv,12,8,True,0.003377,94
forward_checking_first_unassigned_variable_lcv,12,9,True,0.004534,94
forward_checking_first_unassigned_variable_lcv,12,10,True,0.004998,94
forward_checking_first_unassigned_variable_lcv,12,11,True,0.004839,94
forward_checking_first_unassigned_variable_lcv,12,12,True,0.005074,94
forward_checking_first_unassigned_variable_lcv,12,13,True,0.005241,94
forward_checking_first_unassigned_variable_lcv,12,14,True,0.004665,94
forward_checking_first_unassigned_variable_lcv,12,15,True,0.003139,94
forward_checking_first_unassigned_variable_lcv,12,16,True,0.004176,94
forward_checking_first_unassigned_variable_lcv,12,17,True,0.005036,94
forward_checking_first_unassigned_variable_lcv,12,18,True,0.004831,94
forward_checking_first_unassigned_variable_lcv,12,19,True,0.003183,94
forward_checking_first_unassigned_variable_lcv,12,20,True,0.003891,94
forward_checking_first_unassigned_variable_lcv,12,21,True,0.005055,94
forward_checking_first_unassigned_variable_lcv,12,22,True,0.003289,94
forward_checking_first_unassigned_variable_lcv,12,23,True,0.00314,94
forward_checking_first_unassigned_variable_lcv,12,24,True,0.004299,94
forward_checking_first_unassigned_variable_lcv,12,25,True,0.019266,94
forward_checking_first_unassigned_variable_lcv,12,26,True,0.007469,94
forward_checking_first_unassigned_variable_lcv,12,27,True,0.009402,94
forward_checking_first_unassigned_variable_lcv,12,28,True,0.02684,94
forward_checking_first_unassigned_variable_lcv,12,29,True,0.009638,94
forward_checking_first_unassigned_variable_lcv,12,30,True,0.013907,94
forward_checking_first_unassigned_variable_lcv,15,1,True,0.018144,223
forward_checking_first_unassigned_variable_lcv,15,2,True,0.020886,223
forward_checking_first_unassigned_variable_lcv,15,3,True,0.015146,223
forward_checking_first_unassigned_variable_lcv,15,4,True,0.013129,223
forward_checking_first_unassigned_variable_lcv,15,5,True,0.019299,223
forward_checking_first_unassigned_variable_lcv,15,6,True,0.009842,223
forward_checking_first_unassigned_variable_lcv,15,7,True,0.010693,223
forward_checking_first_unassigned_variable_lcv,15,8,True,0.023203,223
forward_checking_first_unassigned_variable_lcv,15,9,True,0.026442,223
forward_checking_first_unassigned_variable_lcv,15,10,True,0.029219,223
forward_checking_first_unassigned_variable_lcv,15,11,True,0.0177,223
forward_checking_first_unassigned_variable_lcv,15,12,True,0.013072,223
forward_checking_first_unassigned_variable_lcv,15,13,True,0.012906,223
forward_checking_first_unassigned_variable_lcv,15,14,True,0.012963,223
forward_checking_first_unassigned_variable_lcv,15,15,True,0.01282,223
forward_checking_first_unassigned_variable_lcv,15,16,True,0.012574,223
forward_checking_first_unassigned_variable_lcv,15,17,True,0.013334,223
forward_checking_first_unassigned_variable_lcv,15,18,True,0.013847,223
forward_checking_first_unassigned_variable_lcv,15,19,True,0.015857,223
forward_checking_first_unassigned_variable_lcv,15,20,True,0.012527,223
forward_checking_first_unassigned_variable_lcv,15,21,True,0.012715,223
forward_checking_first_unassigned_variable_lcv,15,22,True,0.011745,223
forward_checking_first_unassigned_variable_lcv,15,23,True,0.010607,223
forward_checking_first_unassigned_variable_lcv,15,24,True,0.012104,223
forward_checking_first_unassigned_variable_lcv,15,25,True,0.015536,223
forward_checking_first_unassigned_variable_lcv,15,26,True,0.010033,223
forward_checking_first_unassigned_variable_lcv,15,27,True,0.013832,223
forward_checking_first_unassigned_variable_lcv,15,28,True,0.012281,223
forward_checking_first_unassigned_variable_lcv,15,29,True,0.017178,223
forward_checking_first_unassigned_variable_lcv,15,30,True,0.010705,223
backtracking_mrv_default_order,4,1,True,0.000137,9
backtracking_mrv_default_order,4,2,True,4.8e-05,4
backtracking_mrv_default_order,4,3,True,7.4e-05,8
backtracking_mrv_default_order,4,4,True,4.3e-05,4
backtracking_mrv_default_order,4,5,True,3.9e-05,4
backtracking_mrv_default_order,4,6,True,4.3e-05,4
backtracking_mrv_default_order,4,7,True,7.5e-05,8
backtracking_mrv_default_order,4,8,True,8.2e-05,9
backtracking_mrv_default_order,4,9,True,7.7e-05,9
backtracking_mrv_default_order,4,10,True,0.000138,10
backtracking_mrv_default_order,4,11,True,4.5e-05,4
backtracking_mrv_default_order,4,12,True,7.1e-05,7
backtracking_mrv_default_order,4,13,True,6.1e-05,6
backtracking_mrv_default_order,4,14,True,4.5e-05,4
backtracking_mrv_default_order,4,15,True,4.4e-05,4
backtracking_mrv_default_order,4,16,True,4.9e-05,5
backtracking_mrv_default_order,4,17,True,7.3e-05,8
backtracking_mrv_default_order,4,18,True,7.8e-05,9
backtracking_mrv_default_order,4,19,True,8e-05,9
backtracking_mrv_default_order,4,20,True,7.8e-05,9
backtracking_mrv_default_order,4,21,True,4e-05,4
backtracking_mrv_default_order,4,22,True,7e-05,8
backtracking_mrv_default_order,4,23,True,8.7e-05,8
backtracking_mrv_default_order,4,24,True,4.8e-05,9
backtracking_mrv_default_order,4,25,True,2.5e-05,4
backtracking_mrv_default_order,4,26,True,5.7e-05,11
backtracking_mrv_default_order,4,27,True,4.6e-05,9
backtracking_mrv_default_order,4,28,True,2.7e-05,4
backtracking_mrv_default_order,4,29,True,2.6e-05,4
backtracking_mrv_default_order,4,30,True,4.7e-05,8
backtracking_mrv_default_order,8,1,True,0.000226,17
backtracking_mrv_default_order,8,2,True,7.7e-05,9
backtracking_mrv_default_order,8,3,True,0.000126,17
backtracking_mrv_default_order,8,4,True,0.000278,38
backtracking_mrv_default_order,8,5,True,0.000848,132
backtracking_mrv_default_order,8,6,True,0.000219,31
backtracking_mrv_default_order,8,7,True,6.9e-05,8
backtracking_mrv_default_order,8,8,True,8.5e-05,11
backtracking_mrv_default_order,8,9,True,0.001048,162
backtracking_mrv_default_order,8,10,True,0.000654,102
backtracking_mrv_default_order,8,11,True,0.000116,16
backtracking_mrv_default_order,8,12,True,0.000453,64
backtracking_mrv_default_order,8,13,True,0.000965,146
backtracking_mrv_default_order,8,14,True,0.000184,20
backtracking_mrv_default_order,8,15,True,0.000319,29
backtracking_mrv_default_order,8,16,True,0.00039,40
backtracking_mrv_default_order,8,17,True,0.000339,34
backtracking_mrv_default_order,8,18,True,0.001544,59
backtracking_mrv_default_order,8,19,True,0.002102,45
backtracking_mrv_default_order,8,20,True,0.000118,8
backtracking_mrv_default_order,8,21,True,0.000107,8
backtracking_mrv_default_order,8,22,True,0.000206,18
backtracking_mrv_default_order,8,23,True,0.000245,24
backtracking_mrv_default_order,8,24,True,0.000449,46
backtracking_mrv_default_order,8,25,True,0.000435,41
backtracking_mrv_default_order,8,26,True,0.000224,22
backtracking_mrv_default_order,8,27,True,0.000558,58
backtracking_mrv_default_order,8,28,True,0.000331,32
backtracking_mrv_default_order,8,29,True,0.000128,10
backtracking_mrv_default_order,8,30,True,0.000286,11
backtracking_mrv_default_order,10,1,True,0.000701,57
backtracking_mrv_default_order,10,2,True,0.005061,425
backtracking_mrv_default_order,10,3,True,0.001029,94
backtracking_mrv_default_order,10,4,True,0.00029,20
backtracking_mrv_default_order,10,5,True,0.000175,13
backtracking_mrv_default_order,10,6,True,0.000144,14
backtracking_mrv_default_order,10,7,True,0.000305,40
backtracking_mrv_default_order,10,8,True,0.000472,60
backtracking_mrv_default_order,10,9,True,0.004822,467
backtracking_mrv_default_order,10,10,True,0.000278,20
backtracking_mrv_default_order,10,11,True,0.000314,24
backtracking_mrv_default_order,10,12,True,0.00126,106
backtracking_mrv_default_order,10,13,True,0.001196,102
backtracking_mrv_default_order,10,14,True,0.001074,92
backtracking_mrv_default_order,10,15,True,0.000288,23
backtracking_mrv_default_order,10,16,True,0.000157,10
backtracking_mrv_default_order,10,17,True,0.001831,146
backtracking_mrv_default_order,10,18,True,0.00282,255
backtracking_mrv_default_order,10,19,True,0.000726,67
backtracking_mrv_default_order,10,20,True,0.002481,307
backtracking_mrv_default_order,10,21,True,0.000622,55
backtracking_mrv_default_order,10,22,True,0.000289,19
backtracking_mrv_default_order,10,23,True,0.000447,20
backtracking_mrv_default_order,10,24,True,0.000827,74
backtracking_mrv_default_order,10,25,True,0.002339,206
backtracking_mrv_default_order,10,26,True,0.000161,10
backtracking_mrv_default_order,10,27,True,0.000512,27
backtracking_mrv_default_order,10,28,True,0.002508,117
backtracking_mrv_default_order,10,29,True,0.001287,110
backtracking_mrv_default_order,10,30,True,0.001187,103
backtracking_mrv_default_order,12,1,True,0.002506,208
backtracking_mrv_default_order,12,2,True,0.007112,566
backtracking_mrv_default_order,12,3,True,0.000866,64
backtracking_mrv_default_order,12,4,True,0.004735,387
backtracking_mrv_default_order,12,5,True,0.003663,290
backtracking_mrv_default_order,12,6,True,0.003416,274
backtracking_mrv_default_order,12,7,True,0.002199,177
backtracking_mrv_default_order,12,8,True,0.000509,33
backtracking_mrv_default_order,12,9,True,0.005402,449
backtracking_mrv_default_order,12,10,True,0.00022,12
backtracking_mrv_default_order,12,11,True,0.000338,22
backtracking_mrv_default_order,12,12,True,0.000252,12
backtracking_mrv_default_order,12,13,True,0.033916,2531
backtracking_mrv_default_order,12,14,True,0.001183,80
backtracking_mrv_default_order,12,15,True,0.001273,108
backtracking_mrv_default_order,12,16,True,0.006529,544
backtracking_mrv_default_order,12,17,True,0.000331,24
backtracking_mrv_default_order,12,18,True,0.006375,512
backtracking_mrv_default_order,12,19,True,0.001043,89
backtracking_mrv_default_order,12,20,True,0.00104,98
backtracking_mrv_default_order,12,21,True,0.001892,165
backtracking_mrv_default_order,12,22,True,0.000305,31
backtracking_mrv_default_order,12,23,True,0.000262,26
backtracking_mrv_default_order,12,24,True,0.000712,77
backtracking_mrv_default_order,12,25,True,0.000453,50
backtracking_mrv_default_order,12,26,True,0.012184,798
backtracking_mrv_default_order,12,27,True,0.00091,104
backtracking_mrv_default_order,12,28,True,0.008388,740
backtracking_mrv_default_order,12,29,True,0.001475,126
backtracking_mrv_default_order,12,30,True,0.001143,140
backtracking_mrv_default_order,15,1,True,0.000257,22
backtracking_mrv_default_order,15,2,True,0.000264,24
backtracking_mrv_default_order,15,3,True,0.000588,60
backtracking_mrv_default_order,15,4,True,0.00087,94
backtracking_mrv_default_order,15,5,True,0.001296,142
backtracking_mrv_default_order,15,6,True,0.00113,125
backtracking_mrv_default_order,15,7,True,0.002452,255
backtracking_mrv_default_order,15,8,True,0.005182,194
backtracking_mrv_default_order,15,9,True,0.001133,61
backtracking_mrv_default_order,15,10,True,0.00901,746
backtracking_mrv_default_order,15,11,True,0.004845,427
backtracking_mrv_default_order,15,12,True,0.00042,21
backtracking_mrv_default_order,15,13,True,0.005835,419
backtracking_mrv_default_order,15,14,True,0.005963,300
backtracking_mrv_default_order,15,15,True,0.001039,67
backtracking_mrv_default_order,15,16,True,0.001473,103
backtracking_mrv_default_order,15,17,True,0.002901,213
backtracking_mrv_default_order,15,18,True,0.011743,954
backtracking_mrv_default_order,15,19,True,0.002577,179
backtracking_mrv_default_order,15,20,True,0.002717,298
backtracking_mrv_default_order,15,21,True,0.000194,15
backtracking_mrv_default_order,15,22,True,0.000653,69
backtracking_mrv_default_order,15,23,True,0.001046,98
backtracking_mrv_default_order,15,24,True,0.015868,1068
backtracking_mrv_default_order,15,25,True,0.000564,37
backtracking_mrv_default_order,15,26,True,0.004495,328
backtracking_mrv_default_order,15,27,True,0.001909,131
backtracking_mrv_default_order,15,28,True,0.036559,2996
backtracking_mrv_default_order,15,29,True,0.002375,231
backtracking_mrv_default_order,15,30,True,0.007578,487
forward_checking_mrv_default_order,4,1,True,9e-05,4
forward_checking_mrv_default_order,4,2,True,5.3e-05,4
forward_checking_mrv_default_order,4,3,True,5.2e-05,4
forward_checking_mrv_default_order,4,4,True,6.1e-05,5
forward_checking_mrv_default_order,4,5,True,8e-05,7
forward_checking_mrv_default_order,4,6,True,7.8e-05,7
forward_checking_mrv_default_order,4,7,True,7.8e-05,7
forward_checking_mrv_default_order,4,8,True,7.4e-05,7
forward_checking_mrv_default_order,4,9,True,0.000357,8
forward_checking_mrv_default_order,4,10,True,9.1e-05,7
forward_checking_mrv_default_order,4,11,True,4.6e-05,4
forward_checking_mrv_default_order,4,12,True,5.1e-05,5
forward_checking_mrv_default_order,4,13,True,7.7e-05,8
forward_checking_mrv_default_order,4,14,True,4.7e-05,4
forward_checking_mrv_default_order,4,15,True,4.6e-05,4
forward_checking_mrv_default_order,4,16,True,7.1e-05,7
forward_checking_mrv_default_order,4,17,True,4.6e-05,4
forward_checking_mrv_default_order,4,18,True,7.7e-05,8
forward_checking_mrv_default_order,4,19,True,7e-05,8
forward_checking_mrv_default_order,4,20,True,4.8e-05,5
forward_checking_mrv_default_order,4,21,True,4.6e-05,5
forward_checking_mrv_default_order,4,22,True,4.1e-05,4
forward_checking_mrv_default_order,4,23,True,7.6e-05,8
forward_checking_mrv_default_order,4,24,True,9.4e-05,7
forward_checking_mrv_default_order,4,25,True,8e-05,8
forward_checking_mrv_default_order,4,26,True,6.6e-05,7
forward_checking_mrv_default_order,4,27,True,4.6e-05,5
forward_checking_mrv_default_order,4,28,True,7.1e-05,8
forward_checking_mrv_default_order,4,29,True,6.9e-05,8
forward_checking_mrv_default_order,4,30,True,4.6e-05,4
forward_checking_mrv_default_order,8,1,True,0.000156,8
forward_checking_mrv_default_order,8,2,True,0.000228,15
forward_checking_mrv_default_order,8,3,True,0.00036,26
forward_checking_mrv_default_order,8,4,True,0.000194,11
forward_checking_mrv_default_order,8,5,True,0.000409,30
forward_checking_mrv_default_order,8,6,True,0.000165,8
forward_checking_mrv_default_order,8,7,True,0.00025,15
forward_checking_mrv_default_order,8,8,True,0.000155,8
forward_checking_mrv_default_order,8,9,True,0.00019,10
forward_checking_mrv_default_order,8,10,True,0.00023,13
forward_checking_mrv_default_order,8,11,True,0.000314,8
forward_checking_mrv_default_order,8,12,True,0.000274,17
forward_checking_mrv_default_order,8,13,True,0.000481,35
forward_checking_mrv_default_order,8,14,True,0.000566,42
forward_checking_mrv_default_order,8,15,True,0.000266,18
forward_checking_mrv_default_order,8,16,True,0.000173,8
forward_checking_mrv_default_order,8,17,True,0.000212,13
forward_checking_mrv_default_order,8,18,True,0.001281,78
forward_checking_mrv_default_order,8,19,True,0.0003,8
forward_checking_mrv_default_order,8,20,True,0.000171,10
forward_checking_mrv_default_order,8,21,True,0.000254,17
forward_checking_mrv_default_order,8,22,True,0.000158,10
forward_checking_mrv_default_order,8,23,True,0.000175,12
forward_checking_mrv_default_order,8,24,True,0.00023,17
forward_checking_mrv_default_order,8,25,True,0.00015,8
forward_checking_mrv_default_order,8,26,True,0.000222,16
forward_checking_mrv_default_order,8,27,True,0.000167,10
forward_checking_mrv_default_order,8,28,True,0.000171,10
forward_checking_mrv_default_order,8,29,True,0.00039,17
forward_checking_mrv_default_order,8,30,True,0.000167,8
forward_checking_mrv_default_order,10,1,True,0.000338,15
forward_checking_mrv_default_order,10,2,True,0.001433,102
forward_checking_mrv_default_order,10,3,True,0.000204,10
forward_checking_mrv_default_order,10,4,True,0.000229,10
forward_checking_mrv_default_order,10,5,True,0.000406,23
forward_checking_mrv_default_order,10,6,True,0.000377,23
forward_checking_mrv_default_order,10,7,True,0.000284,14
forward_checking_mrv_default_order,10,8,True,0.001808,128
forward_checking_mrv_default_order,10,9,True,0.00101,55
forward_checking_mrv_default_order,10,10,True,0.000258,10
forward_checking_mrv_default_order,10,11,True,0.000789,54
forward_checking_mrv_default_order,10,12,True,0.000572,41
forward_checking_mrv_default_order,10,13,True,0.000229,10
forward_checking_mrv_default_order,10,14,True,0.000743,52
forward_checking_mrv_default_order,10,15,True,0.002336,220
forward_checking_mrv_default_order,10,16,True,0.000302,19
forward_checking_mrv_default_order,10,17,True,0.000764,55
forward_checking_mrv_default_order,10,18,True,0.000371,31
forward_checking_mrv_default_order,10,19,True,0.000457,52
forward_checking_mrv_default_order,10,20,True,0.000359,36
forward_checking_mrv_default_order,10,21,True,0.00021,17
forward_checking_mrv_default_order,10,22,True,0.000206,18
forward_checking_mrv_default_order,10,23,True,0.000171,12
forward_checking_mrv_default_order,10,24,True,0.000603,61
forward_checking_mrv_default_order,10,25,True,0.00097,116
forward_checking_mrv_default_order,10,26,True,0.000671,80
forward_checking_mrv_default_order,10,27,True,0.000167,10
forward_checking_mrv_default_order,10,28,True,0.000211,19
forward_checking_mrv_default_order,10,29,True,0.000157,10
forward_checking_mrv_default_order,10,30,True,0.000174,13
forward_checking_mrv_default_order,12,1,True,0.000274,14
forward_checking_mrv_default_order,12,2,True,0.001941,143
forward_checking_mrv_default_order,12,3,True,0.00062,32
forward_checking_mrv_default_order,12,4,True,0.004467,267
forward_checking_mrv_default_order,12,5,True,0.000802,12
forward_checking_mrv_default_order,12,6,True,0.001359,79
forward_checking_mrv_default_order,12,7,True,0.001509,96
forward_checking_mrv_default_order,12,8,True,0.000468,19
forward_checking_mrv_default_order,12,9,True,0.000654,36
forward_checking_mrv_default_order,12,10,True,0.000743,41
forward_checking_mrv_default_order,12,11,True,0.000461,19
forward_checking_mrv_default_order,12,12,True,0.000503,26
forward_checking_mrv_default_order,12,13,True,0.000426,18
forward_checking_mrv_default_order,12,14,True,0.000558,29
forward_checking_mrv_default_order,12,15,True,0.000364,12
forward_checking_mrv_default_order,12,16,True,0.000371,12
forward_checking_mrv_default_order,12,17,True,0.000451,18
forward_checking_mrv_default_order,12,18,True,0.000471,22
forward_checking_mrv_default_order,12,19,True,0.000439,23
forward_checking_mrv_default_order,12,20,True,0.000258,12
forward_checking_mrv_default_order,12,21,True,0.000862,88
forward_checking_mrv_default_order,12,22,True,0.001741,136
forward_checking_mrv_default_order,12,23,True,0.000744,41
forward_checking_mrv_default_order,12,24,True,0.001272,78
forward_checking_mrv_default_order,12,25,True,0.000427,15
forward_checking_mrv_default_order,12,26,True,0.000801,45
forward_checking_mrv_default_order,12,27,True,0.000352,12
forward_checking_mrv_default_order,12,28,True,0.000653,37
forward_checking_mrv_default_order,12,29,True,0.000673,25
forward_checking_mrv_default_order,12,30,True,0.000488,19
forward_checking_mrv_default_order,15,1,True,0.000661,26
forward_checking_mrv_default_order,15,2,True,0.000499,23
forward_checking_mrv_default_order,15,3,True,0.000481,29
forward_checking_mrv_default_order,15,4,True,0.000674,47
forward_checking_mrv_default_order,15,5,True,0.000482,25
forward_checking_mrv_default_order,15,6,True,0.000405,20
forward_checking_mrv_default_order,15,7,True,0.000396,18
forward_checking_mrv_default_order,15,8,True,0.000407,17
forward_checking_mrv_default_order,15,9,True,0.000388,17
forward_checking_mrv_default_order,15,10,True,0.000628,41
forward_checking_mrv_default_order,15,11,True,0.000526,33
forward_checking_mrv_default_order,15,12,True,0.000474,26
forward_checking_mrv_default_order,15,13,True,0.000372,15
forward_checking_mrv_default_order,15,14,True,0.000633,42
forward_checking_mrv_default_order,15,15,True,0.000502,30
forward_checking_mrv_default_order,15,16,True,0.000462,24
forward_checking_mrv_default_order,15,17,True,0.000373,15
forward_checking_mrv_default_order,15,18,True,0.000526,30
forward_checking_mrv_default_order,15,19,True,0.001885,142
forward_checking_mrv_default_order,15,20,True,0.000894,33
forward_checking_mrv_default_order,15,21,True,0.001002,24
forward_checking_mrv_default_order,15,22,True,0.000687,21
forward_checking_mrv_default_order,15,23,True,0.000794,28
forward_checking_mrv_default_order,15,24,True,0.001907,108
forward_checking_mrv_default_order,15,25,True,0.000978,43
forward_checking_mrv_default_order,15,26,True,0.001272,59
forward_checking_mrv_default_order,15,27,True,0.001448,33
forward_checking_mrv_default_order,15,28,True,0.001345,51
forward_checking_mrv_default_order,15,29,True,0.00088,39
forward_checking_mrv_default_order,15,30,True,0.000881,34
backtracking_mrv_lcv,4,1,True,0.000137,4
backtracking_mrv_lcv,4,2,True,0.000307,11
backtracking_mrv_lcv,4,3,True,0.000224,8
