algorithm_name,env_n,size,best_solution,H,states,time
SA,18,8,"(5, 2, 4, 7, 0, 3, 1, 6)",28,63,0.001739501953125
SA,19,8,"(3, 7, 0, 2, 5, 1, 6, 4)",28,174,0.005845546722412109
SA,20,8,"(3, 6, 0, 7, 4, 1, 5, 2)",28,110,0.0029952526092529297
SA,21,8,"(4, 7, 3, 0, 6, 1, 5, 2)",28,66,0.0018794536590576172
SA,22,8,"(1, 6, 4, 7, 0, 3, 5, 2)",28,482,0.01823282241821289
SA,23,8,"(4, 6, 1, 3, 7, 0, 2, 5)",28,420,0.016005277633666992
SA,24,8,"(2, 5, 3, 0, 7, 4, 6, 1)",28,39,0.0007922649383544922
SA,25,8,"(3, 6, 2, 7, 1, 4, 0, 5)",28,294,0.010000944137573242
SA,26,8,"(4, 1, 7, 0, 3, 6, 2, 5)",28,131,0.004059553146362305
SA,27,8,"(5, 2, 0, 6, 4, 7, 1, 3)",28,95,0.0027053356170654297
SA,28,8,"(5, 2, 0, 7, 3, 1, 6, 4)",28,85,0.005512714385986328
SA,29,8,"(6, 1, 3, 0, 7, 4, 2, 5)",28,159,0.005966663360595703
SA,0,10,"(6, 8, 5, 1, 9, 0, 2, 4, 7, 3)",45,1468,0.6013832092285156
SA,1,10,"(9, 4, 6, 3, 0, 7, 1, 8, 5, 2)",45,1496,0.09171462059020996
SA,2,10,"(6, 4, 1, 7, 0, 2, 8, 5, 3, 9)",45,72,0.002785205841064453
SA,3,10,"(9, 3, 6, 0, 2, 8, 5, 7, 4, 1)",45,376,0.020481109619140625
SA,4,10,"(4, 1, 8, 0, 2, 7, 9, 6, 3, 5)",45,155,0.007852792739868164
SA,5,10,"(3, 1, 7, 5, 8, 0, 4, 6, 9, 2)",45,567,0.03583049774169922
SA,6,10,"(6, 2, 9, 1, 8, 5, 3, 0, 7, 4)",45,409,0.027419090270996094
SA,7,10,"(2, 4, 7, 0, 8, 3, 1, 6, 9, 5)",45,149,0.008352518081665039
SA,8,10,"(1, 7, 9, 3, 0, 4, 8, 5, 2, 6)",45,693,0.04889678955078125
SA,9,10,"(5, 2, 6, 9, 7, 1, 3, 0, 8, 4)",45,206,0.012521982192993164
SA,10,10,"(3, 6, 8, 1, 4, 7, 0, 2, 9, 5)",45,132,0.007061958312988281
SA,11,10,"(3, 1, 7, 9, 6, 2, 5, 8, 0, 4)",45,289,0.01517486572265625
SA,12,10,"(2, 4, 8, 3, 9, 6, 1, 5, 7, 0)",45,941,0.05903196334838867
SA,13,10,"(5, 9, 6, 1, 3, 8, 0, 7, 4, 2)",45,2681,0.1560661792755127
SA,14,10,"(4, 2, 8, 6, 1, 3, 0, 9, 7, 5)",45,250,0.014074563980102539
SA,15,10,"(1, 4, 6, 0, 9, 5, 8, 2, 7, 3)",45,296,0.018444299697875977
SA,16,10,"(4, 1, 5, 9, 2, 6, 8, 3, 7, 0)",45,1165,0.07895183563232422
SA,17,10,"(8, 5, 2, 9, 3, 0, 7, 4, 6, 1)",45,463,0.028543949127197266
SA,18,10,"(3, 6, 8, 5, 1, 4, 0, 7, 9, 2)",45,854,0.057015180587768555
SA,19,10,"(0, 2, 5, 7, 9, 4, 8, 1, 3, 6)",45,225,0.011923551559448242
SA,20,10,"(5, 7, 0, 4, 8, 1, 3, 6, 2, 9)",45,887,0.05572652816772461
SA,21,10,"(3, 9, 4, 1, 5, 2, 6, 7, 0, 8)",44,7480,0.42749786376953125
SA,22,10,"(8, 6, 0, 3, 1, 4, 7, 9, 2, 5)",45,290,0.01746368408203125
SA,23,10,"(8, 5, 2, 4, 1, 7, 9, 3, 6, 0)",45,352,0.022515058517456055
SA,24,10,"(4, 2, 8, 5, 7, 1, 3, 0, 6, 9)",45,111,0.006560802459716797
SA,25,10,"(8, 2, 0, 7, 1, 4, 6, 9, 3, 5)",45,286,0.019570350646972656
SA,26,10,"(6, 1, 5, 7, 9, 0, 3, 8, 4, 2)",45,477,0.031045913696289062
SA,27,10,"(4, 2, 5, 8, 1, 3, 6, 9, 7, 0)",45,289,0.01705765724182129
SA,28,10,"(6, 4, 2, 8, 5, 9, 1, 3, 0, 7)",45,266,0.02271270751953125
SA,29,10,"(3, 0, 6, 8, 1, 7, 4, 2, 9, 5)",45,661,0.038604021072387695
SA,0,12,"(2, 6, 8, 1, 7, 0, 3, 11, 9, 5, 10, 4)",66,1028,0.0824580192565918
SA,1,12,"(6, 2, 7, 11, 0, 3, 1, 9, 5, 8, 10, 4)",66,238,0.01664137840270996
SA,2,12,"(4, 0, 5, 11, 9, 1, 3, 8, 10, 7, 2, 6)",66,111,0.006979227066040039
SA,3,12,"(3, 0, 2, 10, 6, 9, 11, 1, 4, 7, 5, 8)",66,244,0.019126415252685547
