algorithm_name,env_n,size,best_solution,H,states,time
SA,6,4,"(2, 0, 3, 1)",6,282,0.0011534690856933594
SA,7,4,"(2, 0, 3, 1)",6,60,0.00035953521728515625
SA,8,4,"(2, 0, 3, 1)",6,30,0.00020933151245117188
SA,9,4,"(1, 3, 0, 2)",6,18,0.00014019012451171875
SA,10,4,"(2, 0, 3, 1)",6,30,0.00021505355834960938
SA,11,4,"(2, 0, 3, 1)",6,42,0.0002815723419189453
SA,12,4,"(1, 3, 0, 2)",6,30,0.00025534629821777344
SA,13,4,"(2, 0, 3, 1)",6,12,0.00012063980102539062
SA,14,4,"(2, 0, 3, 1)",6,42,0.0002999305725097656
SA,15,4,"(2, 0, 3, 1)",6,96,0.0004980564117431641
SA,16,4,"(1, 3, 0, 2)",6,78,0.00042510032653808594
SA,17,4,"(1, 3, 0, 2)",6,12,0.00010418891906738281
SA,18,4,"(2, 0, 3, 1)",6,114,0.0004363059997558594
SA,19,4,"(2, 0, 3, 1)",6,78,0.00033926963806152344
SA,20,4,"(1, 3, 0, 2)",6,0,1.71661376953125e-05
SA,21,4,"(1, 3, 0, 2)",6,84,0.00043487548828125
SA,22,4,"(2, 0, 3, 1)",6,36,0.00029850006103515625
SA,23,4,"(2, 0, 3, 1)",6,0,1.1205673217773438e-05
SA,24,4,"(2, 0, 3, 1)",6,24,0.00017189979553222656
SA,25,4,"(2, 0, 3, 1)",6,78,0.0004124641418457031
SA,26,4,"(2, 0, 3, 1)",6,42,0.00040984153747558594
SA,27,4,"(2, 0, 3, 1)",6,66,0.00035119056701660156
SA,28,4,"(2, 0, 3, 1)",6,222,0.0009596347808837891
SA,29,4,"(2, 0, 3, 1)",6,30,0.0002593994140625
SA,0,8,"(3, 5, 7, 1, 6, 0, 2, 4)",28,2296,0.009904623031616211
SA,1,8,"(3, 1, 6, 2, 5, 7, 0, 4)",28,4480,0.014121294021606445
SA,2,8,"(5, 2, 4, 7, 0, 3, 1, 6)",28,4368,0.014906644821166992
SA,3,8,"(3, 5, 7, 2, 0, 6, 4, 1)",28,3892,0.010974884033203125
SA,4,8,"(3, 6, 2, 7, 1, 4, 0, 5)",28,13300,0.04183554649353027
